0.000050, 0.010000, 10
0.000110, 0.005955, 10
0.000386, 0.027619, 10
0.000877, 0.049092, 10
0.001643, 0.076684, 10
0.002747, 0.110380, 10
0.004249, 0.150153, 10
0.006208, 0.195967, 10
0.008686, 0.247777, 10
0.011741, 0.305521, 10
0.015402, 0.366075, 10
0.019666, 0.426329, 10
0.024528, 0.486233, 10
0.029985, 0.545735, 10
0.036033, 0.604785, 10
0.042666, 0.663332, 10
0.049880, 0.721326, 10
0.057667, 0.778715, 10
0.066021, 0.835449, 10
0.074936, 0.891477, 10
0.084404, 0.946750, 10
0.094416, 1.001217, 10
0.104964, 1.054831, 10
0.116039, 1.107543, 10
0.127632, 1.159306, 10
0.139733, 1.210078, 10
0.152331, 1.259815, 10
0.165416, 1.308478, 10
0.178976, 1.356030, 10
0.193001, 1.402439, 10
0.207478, 1.447679, 10
0.222395, 1.491727, 10
0.237741, 1.534568, 10
0.253503, 1.576195, 10
0.269669, 1.616610, 10
0.286227, 1.655825, 10
0.303166, 1.693864, 10
0.320473, 1.730764, 10
0.338139, 1.766578, 10
0.356153, 1.801376, 10
0.374505, 1.835246, 10
0.393188, 1.868296, 10
0.412195, 1.900658, 10
0.431520, 1.932488, 10
0.451159, 1.963967, 10
0.471112, 1.995305, 10
0.491380, 2.026740, 10
0.511965, 2.058539, 10
0.532875, 2.091002, 10
0.554120, 2.124454, 10
0.575712, 2.159254, 10
0.597670, 2.195783, 10
0.620015, 2.234451, 10
0.642771, 2.275684, 10
0.665971, 2.319929, 10
0.689647, 2.367640, 10
0.713840, 2.419275, 10
0.738593, 2.475288, 10
0.763954, 2.536122, 10
0.789976, 2.602198, 10
0.816691, 2.671509, 10
0.844110, 2.741864, 10
0.872242, 2.813282, 10
0.901099, 2.885639, 10
0.930686, 2.958674, 10
0.961006, 3.031993, 10
0.992056, 3.105080, 10
1.023829, 3.177313, 10
1.056309, 3.247982, 10
1.089472, 3.316305, 10
1.123315, 3.384305, 10
1.157858, 3.454271, 10
1.193116, 3.525825, 10
1.229102, 3.598612, 10
1.265825, 3.672299, 10
1.303291, 3.746580, 10
1.341503, 3.821173, 10
1.380461, 3.895826, 10
1.420164, 3.970314, 10
1.460609, 4.044438, 10
1.501789, 4.118025, 10
1.543698, 4.190926, 10
1.586328, 4.263017, 10
1.629670, 4.334195, 10
1.673714, 4.404376, 10
1.718449, 4.473495, 10
1.763864, 4.541505, 10
1.809948, 4.608371, 10
1.856689, 4.674074, 10
1.904075, 4.738605, 10
1.952094, 4.801968, 10
2.000736, 4.864173, 10
2.049988, 4.925240, 10
2.099840, 4.985196, 10
2.150281, 5.044073, 10
2.201300, 5.101908, 10
2.252888, 5.158744, 10
2.305034, 5.214627, 10
2.357730, 5.269604, 10
2.410967, 5.323727, 10
2.464738, 5.377049, 10
2.519034, 5.429626, 10
2.573849, 5.481513, 10
2.629177, 5.532769, 10
2.685011, 5.583450, 10
2.741347, 5.633618, 10
2.798181, 5.683330, 10
2.855507, 5.732648, 10
2.913324, 5.781631, 10
2.971627, 5.830339, 10
3.030415, 5.878834, 10
3.089687, 5.927177, 10
3.149441, 5.975427, 10
3.209678, 6.023646, 10
3.270397, 6.071895, 10
3.331599, 6.120235, 10
3.393286, 6.168726, 10
3.455461, 6.217430, 10
3.518125, 6.266406, 10
3.581282, 6.315716, 10
3.644936, 6.365420, 10
3.709092, 6.415577, 10
3.773754, 6.466247, 10
3.838929, 6.517490, 10
3.904623, 6.569363, 10
3.970842, 6.621925, 10
4.037594, 6.675231, 10
4.104888, 6.729336, 10
4.172731, 6.784295, 10
4.241132, 6.840157, 10
4.310102, 6.896972, 10
4.379650, 6.954786, 10
4.449786, 7.013640, 10
4.520522, 7.073572, 10
4.591868, 7.134614, 10
4.663836, 7.196794, 10
4.736437, 7.260131, 10
4.809684, 7.324636, 10
4.883587, 7.390312, 10
4.958158, 7.457152, 10
5.033410, 7.525136, 10
5.109352, 7.594229, 10
5.185996, 7.664385, 10
5.263351, 7.735539, 10
5.341427, 7.807608, 10
5.420232, 7.880489, 10
5.499773, 7.954057, 10
5.580055, 8.028166, 10
5.661081, 8.102642, 10
5.742854, 8.177287, 10
5.825373, 8.251876, 10
5.908634, 8.326158, 10
5.992633, 8.399852, 10
6.077359, 8.472651, 10
6.162801, 8.544224, 10
6.248944, 8.614216, 10
6.335766, 8.682249, 10
6.423173, 8.740742, 10
6.510991, 8.781721, 10
6.599033, 8.804280, 10
6.687111, 8.807707, 10
6.775024, 8.791378, 10
6.862572, 8.754776, 10
6.949547, 8.697504, 10
7.035740, 8.619298, 10
7.120940, 8.520033, 10
7.204938, 8.399723, 10
7.287598, 8.266043, 10
7.368868, 8.126982, 10
7.448699, 7.983093, 10
7.527047, 7.834817, 10
7.603873, 7.682608, 10
7.679142, 7.526926, 10
7.752825, 7.368224, 10
7.824894, 7.206946, 10
7.895329, 7.043523, 10
7.964113, 6.878362, 10
8.031231, 6.711847, 10
8.096675, 6.544335, 10
8.160436, 6.376154, 10
8.222512, 6.207602, 10
8.282902, 6.038948, 10
8.341606, 5.870430, 10
8.398629, 5.702259, 10
8.453975, 5.534616, 10
8.507651, 5.367658, 10
8.559667, 5.201517, 10
8.610030, 5.036302, 10
8.658751, 4.872101, 10
8.705840, 4.708985, 10
8.751311, 4.547006, 10
8.795173, 4.386202, 10
8.837439, 4.226598, 10
8.878121, 4.068204, 10
8.917231, 3.911025, 10
8.954781, 3.755052, 10
8.990784, 3.600271, 10
9.025251, 3.446661, 10
9.058193, 3.294193, 10
9.089621, 3.142836, 10
9.119546, 2.992554, 10
9.147980, 2.843306, 10
9.174930, 2.695052, 10
9.200408, 2.547747, 10
9.224421, 2.401344, 10
9.246979, 2.255795, 10
9.268089, 2.111053, 10
9.287760, 1.967067, 10
9.305998, 1.823787, 10
9.322810, 1.681164, 10
9.338201, 1.539146, 10
9.352178, 1.397682, 10
9.364745, 1.256722, 10
9.375907, 1.116214, 10
9.385668, 0.976109, 10
9.394032, 0.836356, 10
9.401001, 0.696904, 10
9.406646, 0.564522, 10
9.411107, 0.446086, 10
9.414524, 0.341657, 10
9.417035, 0.251187, 10
9.418782, 0.174640, 10
9.419902, 0.111991, 10
9.420534, 0.063223, 10
9.420817, 0.028325, 10
9.420890, 0.007291, 10
9.420891, 0.000120, 10
9.420891, 0.000000, 10
