0.000050, 0.010000, 10
0.000103, 0.005339, 10
0.000273, 0.016991, 10
0.000575, 0.030179, 10
0.001046, 0.047084, 10
0.001722, 0.067650, 10
0.002640, 0.091791, 10
0.003834, 0.119389, 10
0.005337, 0.150286, 10
0.007180, 0.184276, 10
0.009373, 0.219285, 10
0.011905, 0.253276, 10
0.014766, 0.286071, 10
0.017941, 0.317486, 10
0.021414, 0.347335, 10
0.025169, 0.375426, 10
0.029184, 0.401564, 10
0.033440, 0.425548, 10
0.037911, 0.447171, 10
0.042574, 0.466223, 10
0.047399, 0.482492, 10
0.052356, 0.495762, 10
0.057414, 0.505814, 10
0.062539, 0.512434, 10
0.067693, 0.515410, 10
0.072838, 0.514537, 10
0.077934, 0.509622, 10
0.082939, 0.500492, 10
0.087809, 0.486995, 10
0.092499, 0.469016, 10
0.096964, 0.446482, 10
0.101158, 0.419375, 10
0.105036, 0.387750, 10
0.108553, 0.351745, 10
0.111669, 0.311607, 10
0.114346, 0.267703, 10
0.116552, 0.220549, 10
0.118260, 0.170828, 10
0.119454, 0.119411, 10
0.120128, 0.067375, 10
0.120288, 0.016017, 10
0.120619, 0.033142, 10
0.121403, 0.078356, 10
0.122580, 0.117677, 10
0.124069, 0.148983, 10
0.125770, 0.170029, 10
0.127555, 0.178512, 10
0.129276, 0.172158, 10
0.130765, 0.148810, 10
0.131830, 0.106533, 10
0.132267, 0.043714, 10
0.132676, 0.040859, 10
0.134155, 0.147917, 10
0.136932, 0.277681, 10
0.141230, 0.429848, 10
0.147266, 0.603615, 10
0.155244, 0.797738, 10
0.165350, 1.010603, 10
0.177753, 1.240330, 10
0.192602, 1.484866, 10
0.210023, 1.742094, 10
0.230122, 2.009916, 10
0.252985, 2.286336, 10
0.278680, 2.569520, 10
0.307259, 2.857840, 10
0.338758, 3.149902, 10
0.373203, 3.444558, 10
0.410612, 3.740913, 10
0.450996, 4.038316, 10
0.494359, 4.336353, 10
0.540671, 4.631231, 10
0.589857, 4.918526, 10
0.641828, 5.197162, 10
0.696491, 5.466324, 10
0.753746, 5.725423, 10
0.813486, 5.974065, 10
0.875607, 6.212016, 10
0.939998, 6.439169, 10
1.006553, 6.655511, 10
1.075164, 6.861096, 10
1.145776, 7.061130, 10
1.218359, 7.258323, 10
1.292840, 7.448165, 10
1.369128, 7.628797, 10
1.447131, 7.800238, 10
1.526755, 7.962418, 10
1.607907, 8.115158, 10
1.690488, 8.258128, 10
1.774396, 8.390820, 10
1.859521, 8.512509, 10
1.945743, 8.622227, 10
2.032973, 8.722928, 10
2.121178, 8.820574, 10
2.210352, 8.917358, 10
2.300479, 9.012725, 10
2.391538, 9.105875, 10
2.483496, 9.195761, 10
2.576306, 9.281085, 10
2.669910, 9.360307, 10
2.764226, 9.431671, 10
2.859159, 9.493238, 10
2.954588, 9.542944, 10
3.050375, 9.578669, 10
3.146358, 9.598326, 10
3.242358, 9.599954, 10
3.338176, 9.581827, 10
3.433601, 9.542545, 10
3.528413, 9.481124, 10
3.622383, 9.397063, 10
3.715287, 9.290376, 10
3.806903, 9.161597, 10
3.897020, 9.011757, 10
3.985444, 8.842320, 10
4.071995, 8.655107, 10
4.156517, 8.452196, 10
4.238875, 8.235828, 10
4.318958, 8.008303, 10
4.396677, 7.771897, 10
4.471965, 7.528785, 10
4.544775, 7.280989, 10
4.615078, 7.030336, 10
4.682862, 6.778433, 10
4.748129, 6.526667, 10
4.810891, 6.276199, 10
4.871171, 6.027978, 10
4.928998, 5.782758, 10
4.984410, 5.541117, 10
5.037444, 5.303480, 10
5.088146, 5.070137, 10
5.136558, 4.841268, 10
5.182728, 4.616956, 10
5.226700, 4.397212, 10
5.268520, 4.181983, 10
5.308232, 3.971169, 10
5.345878, 3.764631, 10
5.381500, 3.562204, 10
5.415137, 3.363701, 10
5.446826, 3.168923, 10
5.476603, 2.977659, 10
5.504500, 2.789696, 10
5.530548, 2.604817, 10
5.554776, 2.422805, 10
5.577210, 2.243445, 10
5.597876, 2.066527, 10
5.616794, 1.891843, 10
5.633986, 1.719190, 10
5.649470, 1.548369, 10
5.663262, 1.379189, 10
5.675376, 1.211459, 10
5.685826, 1.044997, 10
5.694622, 0.879621, 10
5.701824, 0.720144, 10
5.707569, 0.574500, 10
5.712025, 0.445635, 10
5.715359, 0.333371, 10
5.717735, 0.237575, 10
5.719316, 0.158150, 10
5.720266, 0.095028, 10
5.720748, 0.048167, 10
5.720924, 0.017543, 10
5.720955, 0.003144, 10
5.720955, 0.000000, 10
