0.002405, 0.096200, 50
0.008238, 0.116669, 50
0.021332, 0.261866, 50
0.044501, 0.463392, 50
0.080439, 0.718745, 50
0.130241, 0.996048, 50
0.193489, 1.264966, 50
0.269800, 1.526206, 50
0.358981, 1.783620, 50
0.461257, 2.045519, 50
0.577540, 2.325673, 50
0.709696, 2.643123, 50
0.860688, 3.019834, 50
1.034485, 3.475941, 50
1.235694, 4.024172, 50
1.469017, 4.666468, 50
1.738776, 5.395169, 50
2.048693, 6.198356, 50
2.399812, 7.022379, 50
2.790175, 7.807258, 50
3.217116, 8.538811, 50
3.677649, 9.210663, 50
4.174317, 9.933353, 50
4.695629, 10.426241, 50
5.207925, 10.245934, 50
5.703917, 9.919842, 50
6.176249, 9.446622, 50
6.619790, 8.870825, 50
7.032746, 8.259125, 50
7.414628, 7.637645, 50
7.765256, 7.012553, 50
8.084683, 6.388549, 50
8.373125, 5.768838, 50
8.630891, 5.155312, 50
8.858333, 4.548839, 50
9.055810, 3.949537, 50
9.223661, 3.357018, 50
9.362189, 2.770568, 50
9.471653, 2.189283, 50
9.552261, 1.612150, 50
9.606120, 1.077182, 50
9.638134, 0.640290, 50
9.654058, 0.318483, 50
9.659616, 0.111153, 50
9.660517, 0.018028, 50
9.660517, 0.000000, 50
